question_id,sub1_baseline_answer,sub5b_paper_faithful_fix2_answer,same_answer,proxy_label,mode,operator_guess,source_dataset,video_id,duration_seconds,duration_bucket,foi,foi_status,foi_seconds,nsvs_indices_any_empty,nsvs_indices_empty_count,foi_suspicious_reasons,retrieval_quality_bucket
478,No,Yes,False,sub1_baseline_preferred_proxy,bool,after,ct,ct_y8NDwiJG5Qk.mp4,86.32,>60s,"[811, 2099]",non_minus1,43.01,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
482,D,B,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P35_webcam02_P35_milk.mp4,38.467,10-60s,"[75, 509]",non_minus1,29.0,False,0,,disagree_foi_clean
483,No,Yes,False,sub1_baseline_preferred_proxy,bool,unknown,star,star_VXRPP.mp4,0.44,<2s,"[0, 10]",non_minus1,0.44,True,1,empty_nsvs_indices_array;foi_too_short,disagree_foi_suspicious
484,A,B,False,sub1_baseline_preferred_proxy,mc,since,star,star_ZF5CP.mp4,1.72,<2s,"[0, 42]",non_minus1,1.72,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
485,A,C,False,sub1_baseline_preferred_proxy,mc,unknown,agqa,agqa_DPLMM.mp4,2.0,2-10s,"[0, 49]",non_minus1,2.0,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
489,D,B,False,sub1_baseline_preferred_proxy,mc,after,agqa,agqa_KZS5M.mp4,2.8,2-10s,"[0, 69]",non_minus1,2.8,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
492,D,B,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P43_cam02_P43_friedegg.mp4,172.267,>60s,"[510, 1364]",non_minus1,57.0,False,0,,disagree_foi_clean
507,No,Yes,False,sub1_baseline_preferred_proxy,bool,after,ct,ct_sBG8O430uOg.mp4,187.646,>60s,"[2521, 3382]",non_minus1,35.953,False,0,,disagree_foi_clean
518,Yes,No,False,sub1_baseline_preferred_proxy,bool,until,ct,ct_go5pS3N-Y7I.mp4,354.12,>60s,"[1141, 1559]",non_minus1,13.981,False,0,,disagree_foi_clean
527,D,A,False,sub1_baseline_preferred_proxy,mc,after,ct,ct_72gYzGWjdmw.mp4,133.067,>60s,"[270, 3810]",non_minus1,118.004,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
531,A,B,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P46_cam01_P46_pancake.mp4,361.2,>60s,"[1980, 2430]",non_minus1,30.067,False,0,,disagree_foi_clean
533,Yes,No,False,sub1_baseline_preferred_proxy,bool,always_before,agqa,agqa_RPY8D.mp4,1.72,<2s,"[0, 42]",non_minus1,1.72,False,0,,disagree_foi_clean
534,C,D,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P13_webcam01_P13_scrambledegg.mp4,113.133,>60s,"[240, 510]",non_minus1,18.067,False,0,,disagree_foi_clean
541,B,C,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P19_cam01_P19_pancake.mp4,263.6,>60s,"[2895, 3119]",non_minus1,15.0,False,0,,disagree_foi_clean
546,No,Yes,False,sub1_baseline_preferred_proxy,bool,after,ct,ct_Xb8flgUUGOw.mp4,612.378,>60s,"[11191, 13289]",non_minus1,70.037,False,0,,disagree_foi_clean
547,A,D,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P26_webcam02_P26_friedegg.mp4,209.8,>60s,"[810, 1769]",non_minus1,64.0,False,0,,disagree_foi_clean
551,B,C,False,sub1_baseline_preferred_proxy,mc,before,agqa,agqa_M1GW9.mp4,1.4,<2s,"[0, 34]",non_minus1,1.4,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
552,B,C,False,sub1_baseline_preferred_proxy,mc,when,agqa,agqa_KLO0K.mp4,1.08,<2s,"[0, 26]",non_minus1,1.08,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
557,C,A,False,sub1_baseline_preferred_proxy,mc,unknown,ct,ct_YG6mcK-wgcA.mp4,163.291,>60s,"[1224, 3360]",non_minus1,89.041,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
558,C,A,False,sub1_baseline_preferred_proxy,mc,until,ct,ct_EaRdzd6KSGE.mp4,315.148,>60s,"[1471, 9059]",non_minus1,253.22,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
559,B,C,False,sub1_baseline_preferred_proxy,mc,before,star,star_IG1YT.mp4,1.2,<2s,"[0, 25]",non_minus1,1.04,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
566,D,A,False,sub1_baseline_preferred_proxy,mc,when,agqa,agqa_XXU6H.mp4,0.96,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
577,No,Yes,False,sub1_baseline_preferred_proxy,bool,immediately_after,agqa,agqa_R4ENI.mp4,1.72,<2s,[-1],-1,,True,1,foi_minus_one;empty_nsvs_indices_array,disagree_foi_suspicious
578,B,D,False,sub1_baseline_preferred_proxy,mc,since,star,star_B5VY1.mp4,1.28,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
582,D,A,False,sub1_baseline_preferred_proxy,mc,while,star,star_ZD3GI.mp4,2.16,2-10s,"[0, 50]",non_minus1,2.04,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
583,C,D,False,sub1_baseline_preferred_proxy,mc,in_turn_occurs,agqa,agqa_0RJKT.mp4,1.2,<2s,"[0, 29]",non_minus1,1.2,False,0,,disagree_foi_clean
585,No,Yes,False,sub1_baseline_preferred_proxy,bool,always_after,agqa,agqa_ROL2T.mp4,1.2,<2s,"[0, 24]",non_minus1,1.0,False,0,,disagree_foi_clean
586,No,Yes,False,sub1_baseline_preferred_proxy,bool,unknown,agqa,agqa_AVSPS.mp4,1.32,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
587,D,A,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P15_webcam01_P15_scrambledegg.mp4,117.6,>60s,"[165, 389]",non_minus1,15.0,False,0,,disagree_foi_clean
593,No,Yes,False,sub1_baseline_preferred_proxy,bool,always_before,ct,ct_bbkXBYBjr98.mp4,540.081,>60s,"[1753, 2111]",non_minus1,14.973,False,0,,disagree_foi_clean
601,B,C,False,sub1_baseline_preferred_proxy,mc,always_before,star,star_FUT86.mp4,2.8,2-10s,"[0, 49]",non_minus1,2.0,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
604,B,D,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P46_cam01_P46_pancake.mp4,361.2,>60s,"[0, 779]",non_minus1,52.0,False,0,,disagree_foi_clean
610,B,C,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P53_cam02_P53_cereals.mp4,56.6,10-60s,"[0, 674]",non_minus1,45.053,False,0,,disagree_foi_clean
615,Yes,No,False,sub1_baseline_preferred_proxy,bool,in_turn_occurs,bf,bf_P43_cam01_P43_scrambledegg.mp4,136.933,>60s,"[1575, 1814]",non_minus1,16.0,False,0,,disagree_foi_clean
617,A,B,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P13_webcam01_P13_pancake.mp4,296.0,>60s,"[376, 1483]",non_minus1,73.9,False,0,,disagree_foi_clean
629,A,B,False,sub1_baseline_preferred_proxy,mc,always_before,ct,ct_bo355kAfADM.mp4,493.46,>60s,"[1681, 13859]",non_minus1,406.373,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
630,A,B,False,sub1_baseline_preferred_proxy,mc,unknown,star,star_3JSX7.mp4,0.6,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
635,B,A,False,sub1_baseline_preferred_proxy,mc,until,ct,ct_RhuRUsQ6tzw.mp4,155.238,>60s,"[0, 3695]",non_minus1,154.154,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
642,Yes,No,False,sub1_baseline_preferred_proxy,bool,always_after,agqa,agqa_3Q3YY.mp4,1.68,<2s,[-1],-1,,True,1,foi_minus_one;empty_nsvs_indices_array,disagree_foi_suspicious
647,No,Yes,False,sub1_baseline_preferred_proxy,bool,always_before,agqa,agqa_JJZ1X.mp4,0.52,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
651,D,C,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P46_cam01_P46_pancake.mp4,361.2,>60s,"[3390, 4394]",non_minus1,67.0,False,0,,disagree_foi_clean
659,No,Yes,False,sub1_baseline_preferred_proxy,bool,after,star,star_YGL6R.mp4,2.4,2-10s,"[0, 59]",non_minus1,2.4,False,0,,disagree_foi_clean
661,B,A,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P50_webcam02_P50_friedegg.mp4,106.6,>60s,"[0, 404]",non_minus1,27.0,False,0,,disagree_foi_clean
664,D,B,False,sub1_baseline_preferred_proxy,mc,always_before,agqa,agqa_A21M5.mp4,1.64,<2s,"[0, 40]",non_minus1,1.64,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
665,No,Yes,False,sub1_baseline_preferred_proxy,bool,until,agqa,agqa_5EFVR.mp4,1.52,<2s,"[0, 37]",non_minus1,1.52,False,0,,disagree_foi_clean
668,B,C,False,sub1_baseline_preferred_proxy,mc,unknown,agqa,agqa_M0ENV.mp4,0.6,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
670,D,C,False,sub1_baseline_preferred_proxy,mc,always_after,agqa,agqa_R390Z.mp4,1.4,<2s,"[0, 34]",non_minus1,1.4,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
673,C,A,False,sub1_baseline_preferred_proxy,mc,always_before,agqa,agqa_MIV2M.mp4,1.4,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
676,No,Yes,False,sub1_baseline_preferred_proxy,bool,always_before,ct,ct_ziJGhpSwNlc.mp4,158.909,>60s,"[1153, 1775]",non_minus1,25.984,False,0,,disagree_foi_clean
682,C,A,False,sub1_baseline_preferred_proxy,mc,always_before,star,star_YIG5G.mp4,2.8,2-10s,"[0, 69]",non_minus1,2.8,False,0,,disagree_foi_clean
685,B,C,False,sub1_baseline_preferred_proxy,mc,unknown,star,star_DLQIT.mp4,2.64,2-10s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
697,C,A,False,sub1_baseline_preferred_proxy,mc,always_after,ct,ct_PlcyBfZi76Q.mp4,220.28,>60s,"[672, 5261]",non_minus1,183.6,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
698,A,C,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P04_cam01_P04_scrambledegg.mp4,181.8,>60s,"[2355, 2594]",non_minus1,16.0,False,0,,disagree_foi_clean
699,D,A,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P46_cam01_P46_pancake.mp4,361.2,>60s,"[1350, 2114]",non_minus1,51.0,False,0,,disagree_foi_clean
701,Yes,No,False,sub1_baseline_preferred_proxy,bool,always_before,ct,ct_L1MnxbzCGZM.mp4,241.0,>60s,"[5490, 6119]",non_minus1,21.0,False,0,,disagree_foi_clean
703,Yes,No,False,sub1_baseline_preferred_proxy,bool,always_before,ct,ct_U9gCX83RzRg.mp4,143.68,>60s,[-1],-1,,False,0,foi_minus_one,disagree_foi_suspicious
706,B,D,False,sub1_baseline_preferred_proxy,mc,before,ct,ct_gV8zPFoE5BI.mp4,233.985,>60s,"[0, 5207]",non_minus1,217.18,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
710,D,A,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P46_cam01_P46_pancake.mp4,361.2,>60s,"[225, 509]",non_minus1,19.0,False,0,,disagree_foi_clean
716,No,Yes,False,sub1_baseline_preferred_proxy,bool,unknown,ct,ct_vzd3P62p3uE.mp4,266.808,>60s,"[913, 5735]",non_minus1,201.159,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
726,B,C,False,sub1_baseline_preferred_proxy,mc,before,agqa,agqa_IJ3QB.mp4,1.56,<2s,"[0, 38]",non_minus1,1.56,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
729,B,D,False,sub1_baseline_preferred_proxy,mc,always_before,star,star_0XV4T.mp4,1.8,<2s,"[0, 44]",non_minus1,1.8,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
730,A,D,False,sub1_baseline_preferred_proxy,mc,after,agqa,agqa_GIQEO.mp4,1.72,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
733,Yes,No,False,sub1_baseline_preferred_proxy,bool,unknown,ct,ct_j0T53jB9aAw.mp4,237.471,>60s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
738,No,Yes,False,sub1_baseline_preferred_proxy,bool,always_after,ct,ct_Jp1U6Gb1DxM.mp4,77.177,>60s,"[1171, 1678]",non_minus1,16.95,False,0,,disagree_foi_clean
742,C,B,False,sub1_baseline_preferred_proxy,mc,always_after,agqa,agqa_3JCEI.mp4,2.16,2-10s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
754,C,A,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P43_cam01_P43_friedegg.mp4,172.267,>60s,"[15, 224]",non_minus1,14.0,False,0,,disagree_foi_clean
761,No,Yes,False,sub1_baseline_preferred_proxy,bool,until,ct,ct_JXFEYssbg-4.mp4,525.5,>60s,"[9793, 10534]",non_minus1,31.084,False,0,,disagree_foi_clean
767,A,D,False,sub1_baseline_preferred_proxy,mc,until,star,star_KKONU.mp4,1.64,<2s,"[0, 40]",non_minus1,1.64,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
779,No,Yes,False,sub1_baseline_preferred_proxy,bool,unknown,bf,bf_P22_webcam02_P22_scrambledegg.mp4,152.867,>60s,"[75, 2250]",non_minus1,145.067,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
785,B,C,False,sub1_baseline_preferred_proxy,mc,unknown,ct,ct_2Wq5vTAUVUc.mp4,522.467,>60s,"[1260, 13410]",non_minus1,405.033,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
793,D,C,False,sub1_baseline_preferred_proxy,mc,always_after,star,star_1SJQX.mp4,1.16,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
794,D,C,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P13_webcam01_P13_pancake.mp4,296.0,>60s,"[3901, 4198]",non_minus1,19.876,False,0,,disagree_foi_clean
796,C,A,False,sub1_baseline_preferred_proxy,mc,until,ct,ct_S3TWfylBt08.mp4,205.9,>60s,"[4380, 4680]",non_minus1,10.033,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
798,B,D,False,sub1_baseline_preferred_proxy,mc,always_before,ct,ct_Rd2WklYpe3k.mp4,99.434,>60s,"[1633, 2206]",non_minus1,23.931,False,0,,disagree_foi_clean
800,Yes,No,False,sub1_baseline_preferred_proxy,bool,always_before,star,star_0BX9N.mp4,1.16,<2s,"[0, 28]",non_minus1,1.16,False,0,,disagree_foi_clean
802,A,B,False,sub1_baseline_preferred_proxy,mc,in_turn_occurs,ct,ct_q5Ob6Be4nFo.mp4,439.106,>60s,"[1741, 2729]",non_minus1,32.997,False,0,,disagree_foi_clean
806,No,Yes,False,sub1_baseline_preferred_proxy,bool,before,ct,ct_5Ws3txQmEBI.mp4,140.76,>60s,"[1454, 2522]",non_minus1,42.76,False,0,,disagree_foi_clean
808,No,Yes,False,sub1_baseline_preferred_proxy,bool,unknown,bf,bf_P47_cam01_P47_cereals.mp4,45.0,10-60s,"[105, 600]",non_minus1,33.067,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
831,C,B,False,sub1_baseline_preferred_proxy,mc,while,star,star_APTS7.mp4,1.36,<2s,"[0, 33]",non_minus1,1.36,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
836,D,B,False,sub1_baseline_preferred_proxy,mc,in_turn_occurs,star,star_EASCD.mp4,2.24,2-10s,"[0, 49]",non_minus1,2.0,False,0,,disagree_foi_clean
837,A,B,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P13_webcam01_P13_pancake.mp4,296.0,>60s,"[1246, 1573]",non_minus1,21.877,False,0,,disagree_foi_clean
840,No,Yes,False,sub1_baseline_preferred_proxy,bool,in_turn_occurs,ct,ct_YYTIsQQoanM.mp4,480.73,>60s,"[3817, 4222]",non_minus1,16.934,False,0,,disagree_foi_clean
848,No,Yes,False,sub1_baseline_preferred_proxy,bool,always_after,ct,ct_OZse7s9IHJE.mp4,152.7,>60s,"[1950, 2400]",non_minus1,15.033,False,0,,disagree_foi_clean
850,No,Yes,False,sub1_baseline_preferred_proxy,bool,immediately_after,ct,ct_BGZmGzlGHbY.mp4,462.862,>60s,"[11131, 12118]",non_minus1,32.966,False,0,,disagree_foi_clean
858,No,Yes,False,sub1_baseline_preferred_proxy,bool,until,ct,ct_nxGlthcwmR8.mp4,84.876,>60s,"[817, 1222]",non_minus1,16.934,False,0,,disagree_foi_clean
861,No,Yes,False,sub1_baseline_preferred_proxy,bool,in_turn_occurs,ct,ct_TUa3unutMAg.mp4,350.332,>60s,"[5521, 6928]",non_minus1,46.982,False,0,,disagree_foi_clean
876,B,A,False,sub1_baseline_preferred_proxy,mc,in_turn_occurs,ct,ct_XN9cxLGJjvI.mp4,188.088,>60s,"[2551, 3058]",non_minus1,16.95,False,0,,disagree_foi_clean
877,B,D,False,sub1_baseline_preferred_proxy,mc,always_before,star,star_OZ5SV.mp4,1.48,<2s,"[0, 36]",non_minus1,1.48,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
878,A,C,False,sub1_baseline_preferred_proxy,mc,until,star,star_E1VFZ.mp4,0.8,<2s,"[0, 19]",non_minus1,0.8,True,1,empty_nsvs_indices_array;foi_too_short,disagree_foi_suspicious
881,No,Yes,False,sub1_baseline_preferred_proxy,bool,always_after,agqa,agqa_3Q3YY.mp4,1.68,<2s,"[0, 24]",non_minus1,1.0,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
887,Yes,No,False,sub1_baseline_preferred_proxy,bool,until,agqa,agqa_X91NG.mp4,1.2,<2s,"[0, 29]",non_minus1,1.2,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
888,D,B,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P19_cam01_P19_pancake.mp4,263.6,>60s,"[915, 1499]",non_minus1,39.0,False,0,,disagree_foi_clean
889,B,A,False,sub1_baseline_preferred_proxy,mc,unknown,star,star_B70WK.mp4,0.84,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
895,D,B,False,sub1_baseline_preferred_proxy,mc,unknown,agqa,agqa_IXISD.mp4,1.12,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
908,Yes,No,False,sub1_baseline_preferred_proxy,bool,until,ct,ct_NjAtxfaLwCk.mp4,284.584,>60s,[-1],-1,,False,0,foi_minus_one,disagree_foi_suspicious
909,No,Yes,False,sub1_baseline_preferred_proxy,bool,in_turn_occurs,bf,bf_P43_cam01_P43_scrambledegg.mp4,136.933,>60s,"[165, 315]",non_minus1,10.067,False,0,,disagree_foi_clean
911,No,Yes,False,sub1_baseline_preferred_proxy,bool,always_before,ct,ct_vl8rZXq7gK8.mp4,196.04,>60s,"[2997, 3482]",non_minus1,19.44,False,0,,disagree_foi_clean
913,No,Yes,False,sub1_baseline_preferred_proxy,bool,unknown,star,star_XSGYC.mp4,1.12,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
918,No,Yes,False,sub1_baseline_preferred_proxy,bool,after,agqa,agqa_3A400.mp4,1.12,<2s,"[0, 27]",non_minus1,1.12,False,0,,disagree_foi_clean
922,No,Yes,False,sub1_baseline_preferred_proxy,bool,always_before,ct,ct_42YUIy2UEIc.mp4,179.867,>60s,[-1],-1,,True,1,foi_minus_one;empty_nsvs_indices_array,disagree_foi_suspicious
926,Yes,No,False,sub1_baseline_preferred_proxy,bool,in_turn_occurs,star,star_AYMCZ.mp4,0.48,<2s,"[0, 11]",non_minus1,0.48,True,1,empty_nsvs_indices_array;foi_too_short,disagree_foi_suspicious
927,B,D,False,sub1_baseline_preferred_proxy,mc,immediately_after,agqa,agqa_DZ0SB.mp4,2.0,2-10s,"[0, 49]",non_minus1,2.0,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
932,C,A,False,sub1_baseline_preferred_proxy,mc,unknown,agqa,agqa_WNKL6.mp4,0.96,<2s,"[0, 23]",non_minus1,0.96,True,1,empty_nsvs_indices_array;foi_too_short,disagree_foi_suspicious
933,No,Yes,False,sub1_baseline_preferred_proxy,bool,until,ct,ct_KstkG0gfEfo.mp4,233.667,>60s,"[2281, 2939]",non_minus1,21.986,False,0,,disagree_foi_clean
938,B,D,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P13_webcam01_P13_pancake.mp4,296.0,>60s,"[886, 958]",non_minus1,4.869,False,0,,disagree_foi_clean
942,D,B,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P50_webcam01_P50_pancake.mp4,327.867,>60s,"[1470, 2879]",non_minus1,94.0,False,0,,disagree_foi_clean
945,A,D,False,sub1_baseline_preferred_proxy,mc,before,agqa,agqa_9VF2C.mp4,1.84,<2s,"[0, 45]",non_minus1,1.84,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
951,D,A,False,sub1_baseline_preferred_proxy,mc,always_after,star,star_P8G2P.mp4,0.72,<2s,"[0, 17]",non_minus1,0.72,True,1,empty_nsvs_indices_array;foi_too_short,disagree_foi_suspicious
952,No,Yes,False,sub1_baseline_preferred_proxy,bool,unknown,bf,bf_P13_webcam01_P13_pancake.mp4,296.0,>60s,"[31, 4334]",non_minus1,287.063,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
953,C,D,False,sub1_baseline_preferred_proxy,mc,since,star,star_T42IZ.mp4,2.0,2-10s,"[0, 49]",non_minus1,2.0,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
959,No,Yes,False,sub1_baseline_preferred_proxy,bool,before,agqa,agqa_75RPN.mp4,0.96,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
968,C,B,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P19_cam01_P19_pancake.mp4,263.6,>60s,"[960, 1319]",non_minus1,24.0,False,0,,disagree_foi_clean
970,C,A,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P13_webcam01_P13_pancake.mp4,296.0,>60s,"[1441, 2158]",non_minus1,47.888,False,0,,disagree_foi_clean
977,Yes,No,False,sub1_baseline_preferred_proxy,bool,always_after,agqa,agqa_L4VNK.mp4,0.64,<2s,"[0, 15]",non_minus1,0.64,True,1,empty_nsvs_indices_array;foi_too_short,disagree_foi_suspicious
987,A,D,False,sub1_baseline_preferred_proxy,mc,always_before,ct,ct_xF9T3AkqLic.mp4,270.375,>60s,"[984, 1272]",non_minus1,12.042,False,0,,disagree_foi_clean
991,B,D,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P07_webcam01_P07_friedegg.mp4,199.267,>60s,"[2580, 2775]",non_minus1,13.067,False,0,,disagree_foi_clean
999,C,D,False,sub1_baseline_preferred_proxy,mc,while,star,star_L0YQM.mp4,1.52,<2s,"[0, 37]",non_minus1,1.52,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
